date,temp,precip,sw_in,rel_hum,wind_speed
2019-10-03 03:00:00,266.15,0,0,86.3,1.5
2019-10-03 04:00:00,265.95,0,0,83.8,1.9
2019-10-03 05:00:00,265.95,0,0,73.4,4.9
2019-10-03 06:00:00,265.75,0,0,72.6,3.2
2019-10-03 07:00:00,265.45,0,5.5,76,1.9
2019-10-03 08:00:00,265.65,0,117.7,74.3,4.1
2019-10-03 09:00:00,266.15,0,322.3,73,5.1
2019-10-03 10:00:00,266.55,0,487.5,72.6,5.4
2019-10-03 11:00:00,267.55,0,624.7,63.8,5.2
2019-10-03 12:00:00,268.75,0,707.7,70.2,4.9
2019-10-03 13:00:00,269.35,0,737,69.9,5.1
2019-10-03 14:00:00,270.75,0,707,62.8,4.4
2019-10-03 15:00:00,271.55,0,618.5,57.3,4.6
2019-10-03 16:00:00,271.35,0,464.3,58.7,5.3
2019-10-03 17:00:00,270.95,0,288.8,59.1,5
2019-10-03 18:00:00,269.55,0,26.7,65.6,4
2019-10-03 19:00:00,268.85,0,0.2,68.7,4.8
2019-10-03 20:00:00,268.75,0,0,65.3,5.4
2019-10-03 21:00:00,269.05,0,0,56.8,5.1
2019-10-03 22:00:00,269.35,0,0,48.4,4.7
2019-10-03 23:00:00,269.05,0,0,46.6,5.6
2019-10-04 00:00:00,268.75,0,0,43.4,5.6
2019-10-04 01:00:00,269.35,0,0,33.8,7.7
2019-10-04 02:00:00,269.85,0,0,29.7,7.5
2019-10-04 03:00:00,270.05,0,0,25.4,7.7
2019-10-04 04:00:00,270.35,0,0,26.2,8.6
2019-10-04 05:00:00,270.65,0,0,32,8.8
2019-10-04 06:00:00,271.25,0,0,30.8,10.2
2019-10-04 07:00:00,271.75,0,4.3,46.6,9.8
2019-10-04 08:00:00,272.55,0,67.8,53,8.6
2019-10-04 09:00:00,273.75,0,240.2,48.2,4.8
2019-10-04 10:00:00,274.65,0,343.7,38.8,3
2019-10-04 11:00:00,274.45,0,378.2,38.8,4.6
2019-10-04 12:00:00,,,,,
2019-10-04 13:00:00,,,,,
2019-10-04 14:00:00,273.15,0.4,251.2,78.3,2.4
2019-10-04 15:00:00,273.85,0,254.8,73.2,4.8
2019-10-04 16:00:00,273.35,0,146.5,81.5,4
2019-10-04 17:00:00,274.15,0,76.8,64.6,6.7
2019-10-04 18:00:00,273.75,0,21.2,67.5,6
2019-10-04 19:00:00,273.65,0,0.2,68.8,7.2
2019-10-04 20:00:00,273.55,0,0,67.8,6.1
2019-10-04 21:00:00,273.35,0,0,71.4,3.9
2019-10-04 22:00:00,272.55,0.1,0,79.5,4
2019-10-04 23:00:00,272.75,0.1,0,75.2,7.7
2019-10-05 00:00:00,272.25,0.1,0,76.9,4.5
2019-10-05 01:00:00,271.65,0.4,0,75,7.9
2019-10-05 02:00:00,271.05,0.1,0,70.3,8.1
2019-10-05 03:00:00,270.65,0,0,71.7,6.9
2019-10-05 04:00:00,270.75,0,0,75.9,3.8
2019-10-05 05:00:00,270.85,0.1,0,77.5,6.6
2019-10-05 06:00:00,270.95,0.1,0,78.1,6.1
2019-10-05 07:00:00,271.25,0.1,4.2,78.4,3.5
2019-10-05 08:00:00,271.25,0.2,45.5,81.1,1.3
2019-10-05 09:00:00,271.95,0,136.8,76.9,1.5
2019-10-05 10:00:00,272.15,0,254.8,78.4,1.5
2019-10-05 11:00:00,272.95,0,392.8,72.7,2.8
2019-10-05 12:00:00,273.15,0.1,463.2,74.3,1.4
2019-10-05 13:00:00,273.55,0,510.7,70.9,3.7
2019-10-05 14:00:00,272.95,0,286,79,2.2
2019-10-05 15:00:00,273.15,0.1,257.2,80.2,1.5
2019-10-05 16:00:00,272.85,0,148,82.2,0.8
2019-10-05 17:00:00,272.45,0.1,55.3,87.4,1.3
2019-10-05 18:00:00,272.15,0,12,92.4,1.3
2019-10-05 19:00:00,271.45,0.1,0,98.3,0.8
2019-10-05 20:00:00,271.15,0.1,0,97,1.5
2019-10-05 21:00:00,270.85,0,0,97.6,1
2019-10-05 22:00:00,270.75,0.2,0,96.9,1.2
2019-10-05 23:00:00,271.75,0.1,0,80.6,2.9
2019-10-06 00:00:00,272.45,0,0,74.6,7
2019-10-06 01:00:00,272.15,0,0,76.1,4.2
2019-10-06 02:00:00,272.25,0,0,75.4,4.7
2019-10-06 03:00:00,272.15,0,0,73.8,3.6
2019-10-06 04:00:00,271.95,0,0,73.2,4.5
2019-10-06 05:00:00,271.95,0,0,72.4,4.9
2019-10-06 06:00:00,272.15,0,0,70.3,4.8
2019-10-06 07:00:00,272.15,0,4,70.6,4.3
2019-10-06 08:00:00,272.45,0,81.5,68,2.1
2019-10-06 09:00:00,272.55,0,126.3,72.3,1.7
2019-10-06 10:00:00,272.65,0,326.8,74.6,3.2
2019-10-06 11:00:00,273.05,0,368.5,67.5,3.2
2019-10-06 12:00:00,273.15,0,324.3,70.3,3.5
2019-10-06 13:00:00,273.55,0,384.8,69.5,4.3
2019-10-06 14:00:00,273.85,0,304.3,71,5
2019-10-06 15:00:00,273.65,0,284.5,78.2,4.4
2019-10-06 16:00:00,273.95,0,143.8,77.3,4.4
2019-10-06 17:00:00,273.55,0,41.3,81.6,3.9
2019-10-06 18:00:00,273.25,0,8.3,83.3,2.9
2019-10-06 19:00:00,272.85,0,0,88.3,0.8
2019-10-06 20:00:00,272.75,0,0,90.9,1.7
2019-10-06 21:00:00,272.45,0,0,94.7,0.6
2019-10-06 22:00:00,272.25,0.5,0,96.5,0.2
2019-10-06 23:00:00,272.15,0.5,0,97.1,0.5
2019-10-07 00:00:00,272.15,1.2,0,97.4,1.2
2019-10-07 01:00:00,272.25,1.5,0,96.8,0.9
2019-10-07 02:00:00,271.75,1.4,0,97,1.1
2019-10-07 03:00:00,270.55,1.2,0,94.8,1.6
2019-10-07 04:00:00,269.95,0.1,0,93.3,1.2
2019-10-07 05:00:00,269.55,0.2,0,94.1,0.3
2019-10-07 06:00:00,269.55,0,0,84.5,1.3
2019-10-07 07:00:00,268.95,0,1.3,84.3,0.9
2019-10-07 08:00:00,268.75,0,25.5,88.9,2.6
2019-10-07 09:00:00,269.05,0,71.7,82.5,3
2019-10-07 10:00:00,269.15,0,192.3,85.1,4.2
2019-10-07 11:00:00,270.05,0.3,226.3,89.8,1.5
2019-10-07 12:00:00,270.45,0,277,88.9,1.1
2019-10-07 13:00:00,271.55,0,414.2,85,1.5
2019-10-07 14:00:00,271.25,0,329.2,89.5,2.7
2019-10-07 15:00:00,271.35,0,277.2,88.8,2.7
2019-10-07 16:00:00,271.75,0,387.2,92.4,2.1
2019-10-07 17:00:00,271.05,0,88,94.5,0.8
2019-10-07 18:00:00,270.55,0,18.5,97.6,0.6
2019-10-07 19:00:00,269.95,0,0,99,0.7
2019-10-07 20:00:00,269.55,0,0,99.7,0.5
2019-10-07 21:00:00,270.35,0,0,83.1,1.3
2019-10-07 22:00:00,272.15,0,0,46.9,2.3
2019-10-07 23:00:00,269.75,0,0,71.8,1.8
2019-10-08 00:00:00,269.35,0,0,81.2,0.6
2019-10-08 01:00:00,274.75,0,0.2,28.1,2.3
2019-10-08 02:00:00,275.05,0,0,26.4,2.7
2019-10-08 03:00:00,275.45,0,0,29.2,3.9
2019-10-08 04:00:00,275.55,0.1,0,28.5,5.8
2019-10-08 05:00:00,275.85,0,0,21.6,7
2019-10-08 06:00:00,275.75,0,0,18.5,8.2
2019-10-08 07:00:00,276.45,0,4.2,22.3,8
2019-10-08 08:00:00,277.25,0,60.2,22.4,7.6
2019-10-08 09:00:00,278.45,0,130.7,23.6,5.7
2019-10-08 10:00:00,279.05,0,141.2,43.7,6.2
2019-10-08 11:00:00,279.05,0,235.8,65.2,6.2
2019-10-08 12:00:00,280.15,0,322.3,66.5,1.9
2019-10-08 13:00:00,280.95,0,416.7,72.4,2.4
2019-10-08 14:00:00,280.75,0,217.8,74.1,3.2
2019-10-08 15:00:00,281.15,0,292,72.3,2.6
2019-10-08 16:00:00,281.45,0,225.3,70.7,3.4
2019-10-08 17:00:00,281.05,0,108.5,71.5,4.7
2019-10-08 18:00:00,280.65,0,22,69.9,2.8
2019-10-08 19:00:00,280.45,0,0,68.5,1
2019-10-08 20:00:00,280.75,0,0,63.8,2.3
2019-10-08 21:00:00,280.55,0,0,64.4,2.9
2019-10-08 22:00:00,280.45,0,0,64.4,4
2019-10-08 23:00:00,280.25,0,0,65.2,3.4
2019-10-09 00:00:00,280.15,0,0,63.9,5.4
2019-10-09 01:00:00,280.35,0,0,60.5,5.6
2019-10-09 02:00:00,280.45,0,0,58.7,5.2
2019-10-09 03:00:00,280.45,0,0,57.3,6.3
2019-10-09 04:00:00,280.25,0,0,57.7,5.8
2019-10-09 05:00:00,280.05,0,0,58.8,5.2
2019-10-09 06:00:00,280.15,0,0,57.8,4.7
2019-10-09 07:00:00,279.85,0,4.8,58.4,4.3
2019-10-09 08:00:00,279.95,0,53.7,58.6,4.9
2019-10-09 09:00:00,281.05,0,260.3,56.5,5.4
2019-10-09 10:00:00,281.15,0,444.2,59.5,6.2
2019-10-09 11:00:00,281.15,0,587.2,62.8,7.8
2019-10-09 12:00:00,281.45,0,672.5,61.3,11
2019-10-09 13:00:00,280.35,0,621.5,65.7,12
2019-10-09 14:00:00,278.35,0,306.2,76.8,11.3
2019-10-09 15:00:00,277.05,0,94.5,84.4,9.2
2019-10-09 16:00:00,276.55,0,33.7,86.6,9.1
2019-10-09 17:00:00,274.55,1.2,11.7,91.4,7
2019-10-09 18:00:00,272.05,1,7.7,98.2,1
2019-10-09 19:00:00,271.45,0.1,0,97.8,1.2
2019-10-09 20:00:00,271.45,0.1,0,96,2.2
2019-10-09 21:00:00,272.15,0,0,83.1,6
2019-10-09 22:00:00,272.15,0,0,69.2,6.2
2019-10-09 23:00:00,271.65,0,0,69.2,5.8
2019-10-10 00:00:00,271.65,0,0,62.6,5.6
2019-10-10 01:00:00,271.45,0,0,61.8,4.8
2019-10-10 02:00:00,271.15,0,0,62.7,3.8
2019-10-10 03:00:00,270.95,0,0,63.4,4.3
2019-10-10 04:00:00,271.05,0,0,60.5,5.6
2019-10-10 05:00:00,271.25,0,0,55.1,7.2
2019-10-10 06:00:00,271.25,0,0,54.3,6.5
2019-10-10 07:00:00,271.65,0,4.3,51.9,7.8
2019-10-10 08:00:00,271.85,0,68.8,50.8,7
2019-10-10 09:00:00,271.85,0,237.3,52.8,5.2
2019-10-10 10:00:00,272.25,0,372.3,53,3.8
2019-10-10 11:00:00,271.75,0,371.8,58.2,6.5
2019-10-10 12:00:00,271.95,0,489.5,59.1,7.3
2019-10-10 13:00:00,271.95,0,379,60.5,7.3
2019-10-10 14:00:00,271.85,0,263,62.3,6.8
2019-10-10 15:00:00,271.95,0,179,63.5,4.8
2019-10-10 16:00:00,272.15,0,181.5,64,5
2019-10-10 17:00:00,272.05,0,99,63.7,6.1
2019-10-10 18:00:00,271.25,0,13.5,64.5,5.4
2019-10-10 19:00:00,270.75,0,0,66.4,6.1
2019-10-10 20:00:00,270.35,0,0,67.7,4.8
2019-10-10 21:00:00,270.55,0,0,64.4,2.6
2019-10-10 22:00:00,271.15,0,0,47.5,3.7
2019-10-10 23:00:00,271.85,0,0,35.4,5.2
2019-10-11 00:00:00,272.35,0,0,35.3,3
2019-10-11 01:00:00,273.35,0,0,34.8,2.5
2019-10-11 02:00:00,273.55,0,0,36.9,4.1
2019-10-11 03:00:00,273.95,0,0,37.4,3.6
2019-10-11 04:00:00,273.95,0,0,35.5,2.1
2019-10-11 05:00:00,274.35,0,0,36.7,1.1
2019-10-11 06:00:00,274.55,0,0,38.2,1.9
2019-10-11 07:00:00,275.25,0,3.2,29.6,3.2
2019-10-11 08:00:00,275.95,0,54.2,25.5,3.3
2019-10-11 09:00:00,277.55,0,244,23,2.1
2019-10-11 10:00:00,278.55,0,418.8,24.8,1.2
2019-10-11 11:00:00,278.95,0,549.3,25.2,1.2
2019-10-11 12:00:00,279.55,0,639,25.2,3
2019-10-11 13:00:00,280.95,0,674.8,27,3.2
2019-10-11 14:00:00,281.45,0,647.8,23.1,4.5
2019-10-11 15:00:00,281.65,0,557.2,26,4
2019-10-11 16:00:00,280.95,0,409.5,35.6,3.6
2019-10-11 17:00:00,280.35,0,236,33.2,2.8
2019-10-11 18:00:00,279.95,0,24.2,25.2,3.9
2019-10-11 19:00:00,279.45,0,0,26.2,4.7
2019-10-11 20:00:00,279.65,0,0,23.5,5.1
2019-10-11 21:00:00,280.05,0,0,18.7,5.5
2019-10-11 22:00:00,280.05,0,0,18.3,4.1
2019-10-11 23:00:00,279.95,0,0,18.7,5.1
2019-10-12 00:00:00,279.85,0,0,18.6,4.4
2019-10-12 01:00:00,280.15,0,0,17,4.4
2019-10-12 02:00:00,281.05,0,0,14.6,2.8
2019-10-12 03:00:00,281.05,0,0,14.4,3.1
2019-10-12 04:00:00,281.55,0,0,13.2,1.9
2019-10-12 05:00:00,281.65,0,0,14.2,1
2019-10-12 06:00:00,281.15,0,0,16.8,2.1
2019-10-12 07:00:00,281.35,0,2,18.4,2.1
2019-10-12 08:00:00,281.85,0,42.5,19.6,0.8
2019-10-12 09:00:00,283.65,0,244.5,18.7,0.5
2019-10-12 10:00:00,284.35,0,413,20.4,2
2019-10-12 11:00:00,284.25,0,547,20.6,1.6
2019-10-12 12:00:00,284.55,0,620.8,24.1,3.3
2019-10-12 13:00:00,284.25,0,519.7,24.5,3.4
2019-10-12 14:00:00,284.15,0,509.3,28,5.4
2019-10-12 15:00:00,284.25,0,541,28.2,4.4
2019-10-12 16:00:00,282.95,0,152.3,32.6,3.7
2019-10-12 17:00:00,282.25,0,74,31.4,3.3
2019-10-12 18:00:00,281.55,0,23.2,32.8,2.5
2019-10-12 19:00:00,280.85,0,0,34.3,1.6
2019-10-12 20:00:00,280.55,0,0,34.3,2.3
2019-10-12 21:00:00,280.35,0,0,35.6,1.6
2019-10-12 22:00:00,279.95,0,0,37.3,3
2019-10-12 23:00:00,279.95,0,0,37,2.4
2019-10-13 00:00:00,280.05,0,0,35.7,2.9
2019-10-13 01:00:00,279.95,0,0,36.3,3
2019-10-13 02:00:00,280.05,0,0,39.7,2.2
2019-10-13 03:00:00,280.45,0,0,45.8,3.2
2019-10-13 04:00:00,280.35,0,0,49.1,3.1
2019-10-13 05:00:00,279.95,0,0,52.3,3.5
2019-10-13 06:00:00,279.95,0,0,52.7,2.6
2019-10-13 07:00:00,280.15,0,3.7,51.3,1.7
2019-10-13 08:00:00,279.85,0,47.8,52.8,2.8
2019-10-13 09:00:00,281.15,0,238.2,49.4,3.3
2019-10-13 10:00:00,281.85,0,341.2,46.7,3.9
2019-10-13 11:00:00,282.55,0,496.5,45.3,3.7
2019-10-13 12:00:00,281.95,0,311.5,47.7,4.6
2019-10-13 13:00:00,282.75,0,610.8,47.4,4.3
2019-10-13 14:00:00,283.65,0,615.5,44.7,4.7
2019-10-13 15:00:00,283.95,0,527.2,41.3,4.4
2019-10-13 16:00:00,283.75,0,388.7,44.1,4.3
2019-10-13 17:00:00,283.15,0,210.8,46.5,4
2019-10-13 18:00:00,281.35,0,12.7,52.5,3.2
2019-10-13 19:00:00,280.55,0,0,54.1,2.5
2019-10-13 20:00:00,280.75,0,0,50.3,2.4
2019-10-13 21:00:00,280.95,0,0,47.9,1.5
2019-10-13 22:00:00,280.85,0,0,48.2,2.4
2019-10-13 23:00:00,281.05,0,0,44.8,1.7
2019-10-14 00:00:00,281.55,0,0.2,37.8,1.3
2019-10-14 01:00:00,281.05,0,0,38.9,2.7
2019-10-14 02:00:00,280.75,0,0,40,1.7
2019-10-14 03:00:00,280.65,0,0,35.1,1.3
2019-10-14 04:00:00,280.55,0,0,36.9,2.2
2019-10-14 05:00:00,280.85,0,0,35.1,2.1
2019-10-14 06:00:00,280.35,0,0,38.4,2.8
2019-10-14 07:00:00,279.85,0,1.8,41.2,2.3
2019-10-14 08:00:00,280.15,0,39,38.9,2.8
2019-10-14 09:00:00,281.45,0,235,38.2,2.7
2019-10-14 10:00:00,282.05,0,409,39.8,4.6
2019-10-14 11:00:00,282.15,0,517.2,42.6,5.1
2019-10-14 12:00:00,282.45,0,594.8,43.6,4.4
2019-10-14 13:00:00,282.65,0,649.2,45,4.4
2019-10-14 14:00:00,282.65,0,621.2,45.2,5.1
2019-10-14 15:00:00,282.65,0,531.5,42.2,5.4
2019-10-14 16:00:00,282.45,0,366.5,38.8,4.8
2019-10-14 17:00:00,281.45,0,204,39.6,4.6
2019-10-14 18:00:00,279.75,0,29.8,41.5,4
2019-10-14 19:00:00,278.85,0,0,35.3,2.3
2019-10-14 20:00:00,278.85,0,0,33.4,2.1
2019-10-14 21:00:00,278.25,0,0,36.6,2.5
2019-10-14 22:00:00,278.45,0,0,32.3,2.5
2019-10-14 23:00:00,278.15,0,0,38.4,2.4
2019-10-15 00:00:00,277.65,0,0,49.4,3.2
2019-10-15 01:00:00,276.75,0,0,63,1.5
2019-10-15 02:00:00,277.05,0,0,66.9,2.2
2019-10-15 03:00:00,277.35,0,0,67.5,1.3
2019-10-15 04:00:00,277.25,0,0,69.7,2.8
2019-10-15 05:00:00,276.85,0,0,72.6,3.3
2019-10-15 06:00:00,276.35,0,0,74.3,4.8
2019-10-15 07:00:00,274.95,0,1.2,88,3.6
2019-10-15 08:00:00,275.05,0,57.5,89.2,3.8
2019-10-15 09:00:00,275.65,0,259.7,88.5,3.5
2019-10-15 10:00:00,275.45,0,127.5,91.1,3.4
2019-10-15 11:00:00,275.85,0,211,88.7,2.7
2019-10-15 12:00:00,276.15,0,237,87.3,2.7
2019-10-15 13:00:00,276.25,0,117,86.7,2.8
2019-10-15 14:00:00,276.45,0,134.5,83.8,4.7
2019-10-15 15:00:00,276.35,0,119.3,85.9,3.8
2019-10-15 16:00:00,276.35,0.1,77.2,87.5,4.7
2019-10-15 17:00:00,276.05,0.9,15,88.7,2.4
2019-10-15 18:00:00,276.15,1.2,4.2,86.9,2.9
2019-10-15 19:00:00,275.05,1.9,0,91,3.4
2019-10-15 20:00:00,274.25,2.2,0,92.8,3.5
2019-10-15 21:00:00,274.45,0,0,90.6,3.4
2019-10-15 22:00:00,274.45,0,0,89.7,2.6
2019-10-15 23:00:00,274.35,0,0,89.7,2
2019-10-16 00:00:00,273.95,0.1,0,92.9,1.2
2019-10-16 01:00:00,273.65,0.2,0,95.2,0.9
2019-10-16 02:00:00,271.85,0.5,0,91.2,6.4
2019-10-16 03:00:00,270.65,0.3,0,92.3,1.9
2019-10-16 04:00:00,270.05,2.7,0,97.9,1.2
2019-10-16 05:00:00,269.55,0,0,97.6,1.1
2019-10-16 06:00:00,269.65,0,0,86.6,2.7
2019-10-16 07:00:00,269.25,0,0,85,0.6
2019-10-16 08:00:00,269.95,0,26.2,75,1.6
2019-10-16 09:00:00,271.75,0,141,39.5,2.3
2019-10-16 10:00:00,273.95,0,330.7,26.2,2.1
2019-10-16 11:00:00,275.35,0,553.7,25.3,1.5
2019-10-16 12:00:00,274.75,0,626.7,31,4.3
2019-10-16 13:00:00,275.45,0,649.8,40.8,2
2019-10-16 14:00:00,275.95,0,619,48.3,2.3
2019-10-16 15:00:00,276.45,0,525,57.7,3.3
2019-10-16 16:00:00,277.05,0,381.7,53.8,3
2019-10-16 17:00:00,277.05,0,204.3,52.6,2.9
2019-10-16 18:00:00,275.35,0,8,52.8,3.3
2019-10-16 19:00:00,274.75,0,0,56.5,1.7
2019-10-16 20:00:00,274.45,0,0,57.9,2.1
2019-10-16 21:00:00,274.65,0,0,59.6,1
2019-10-16 22:00:00,274.85,0,0,56.4,2.4
2019-10-16 23:00:00,274.95,0,0,56,2.5
2019-10-17 00:00:00,274.55,0,0,59.6,2.8
2019-10-17 01:00:00,273.55,0,0,69.2,2.4
2019-10-17 02:00:00,272.85,0,0,78.1,2.2
2019-10-17 03:00:00,274.55,0,0.3,57.2,1.4
2019-10-17 04:00:00,275.15,0,0,50.1,1.2
2019-10-17 05:00:00,275.35,0,0,46.6,1.4
2019-10-17 06:00:00,275.15,0,0,42.7,2.2
2019-10-17 07:00:00,274.85,0,0.8,43.1,1.7
2019-10-17 08:00:00,274.75,0,31.3,45.6,1
2019-10-17 09:00:00,275.95,0,219.7,43.8,0.7
2019-10-17 10:00:00,276.85,0,379.2,43.8,1
2019-10-17 11:00:00,277.85,0,513.2,45.4,1.6
2019-10-17 12:00:00,277.95,0,596.2,48.8,2.1
2019-10-17 13:00:00,278.65,0,624.7,57,2.3
2019-10-17 14:00:00,278.65,0,596.5,68.5,4.2
2019-10-17 15:00:00,278.35,0,503.8,73.4,3.7
2019-10-17 16:00:00,277.85,0,340.2,74.6,3.7
2019-10-17 17:00:00,277.55,0,152.7,70.8,1
2019-10-17 18:00:00,276.85,0,12.3,68.8,1.1
2019-10-17 19:00:00,276.45,0,0,66.2,1.2
2019-10-17 20:00:00,276.45,0,0.2,61.9,1.7
2019-10-17 21:00:00,276.85,0,0,61.6,3
2019-10-17 22:00:00,276.75,0,0,62.4,1.4
2019-10-17 23:00:00,276.45,0,0,62.9,1.6
2019-10-18 00:00:00,276.55,0,0,61.6,0.7
2019-10-18 01:00:00,276.55,0,0,62.2,0.7
2019-10-18 02:00:00,275.75,0,0,65.4,1.1
2019-10-18 03:00:00,276.25,0,0.5,63.2,3.4
2019-10-18 04:00:00,275.45,0,0,68.2,1.8
2019-10-18 05:00:00,275.15,0,0,68.7,3.4
2019-10-18 06:00:00,274.45,0,0,72,1.2
2019-10-18 07:00:00,274.45,0,0.8,72,0.6
2019-10-18 08:00:00,274.05,0,29.8,74,0.5
2019-10-18 09:00:00,275.15,0,182,73.6,0.6
2019-10-18 10:00:00,274.55,0,203.5,77,0.5
2019-10-18 11:00:00,275.05,0,420.5,82.8,1.8
2019-10-18 12:00:00,275.55,0,612,79.5,6.1
2019-10-18 13:00:00,275.95,0,502.8,73.1,6.7
2019-10-18 14:00:00,276.25,0,416,71.5,7.4
2019-10-18 15:00:00,275.75,0,266,71.6,5.1
2019-10-18 16:00:00,275.75,0,192.2,71.8,3.9
2019-10-18 17:00:00,275.25,0,62.7,74.1,3.4
2019-10-18 18:00:00,274.95,0,7.7,76,2.9
2019-10-18 19:00:00,274.45,0,0,75.4,2.9
2019-10-18 20:00:00,273.75,0,0,83.2,0.7
2019-10-18 21:00:00,272.95,0,0,94.9,1.2
2019-10-18 22:00:00,273.05,0,0,92,3.7
2019-10-18 23:00:00,272.95,0,0,93.1,3.8
2019-10-19 00:00:00,273.15,0,0,87.4,3.4
2019-10-19 01:00:00,273.35,0,0,85.4,2.3
2019-10-19 02:00:00,273.35,0,0,85.9,2.8
2019-10-19 03:00:00,272.95,0,0,94.3,3.7
2019-10-19 04:00:00,273.05,0,0,94.6,2.3
2019-10-19 05:00:00,273.55,0,0,90.3,3.1
2019-10-19 06:00:00,273.95,0,0,85.4,2
2019-10-19 07:00:00,273.45,0,0.3,92.8,2.9
2019-10-19 08:00:00,273.65,0,15.3,93.3,3.9
2019-10-19 09:00:00,273.85,0.1,49.2,94.9,2.8
2019-10-19 10:00:00,274.35,0,223.8,94.6,4
2019-10-19 11:00:00,274.95,0,174.3,91.1,3.1
2019-10-19 12:00:00,275.05,0.2,184.3,91,3.6
2019-10-19 13:00:00,274.95,0.6,184.3,92.9,4.3
2019-10-19 14:00:00,275.35,0,443.5,96.1,5.4
2019-10-19 15:00:00,275.35,0,266.3,94.2,4.5
2019-10-19 16:00:00,274.95,0,60.7,95.2,3
2019-10-19 17:00:00,275.25,0.4,37.2,92,3
2019-10-19 18:00:00,275.05,0.2,2,93.4,4.4
2019-10-19 19:00:00,275.35,0,0,86.2,6.2
2019-10-19 20:00:00,275.05,0,0,89.6,5
2019-10-19 21:00:00,274.85,0,0,91.9,5.1
2019-10-19 22:00:00,274.95,0,0,94.1,3
2019-10-19 23:00:00,275.15,0,0,94.1,3.5
2019-10-20 00:00:00,275.35,0,0,94.7,2.7
2019-10-20 01:00:00,275.45,0.1,0,93.1,3.2
2019-10-20 02:00:00,275.35,0.1,0,94.5,4.2
2019-10-20 03:00:00,275.25,0.2,0,95.6,3.6
2019-10-20 04:00:00,275.25,0.2,0,95.5,3.2
2019-10-20 05:00:00,275.15,0,0,96.9,3.5
2019-10-20 06:00:00,275.25,0,0,95.9,4.4
2019-10-20 07:00:00,275.55,0,0,92.6,2.6
2019-10-20 08:00:00,275.35,0,7.3,92.7,3.1
2019-10-20 09:00:00,275.25,0,54.2,91.8,4.5
2019-10-20 10:00:00,275.25,0,96.3,92.1,4.8
2019-10-20 11:00:00,275.45,0,174.8,89.6,5.1
2019-10-20 12:00:00,275.85,0,143.2,88.6,4.5
2019-10-20 13:00:00,275.55,0,80.7,93.8,3.2
2019-10-20 14:00:00,275.75,0,67.3,93.4,3.6
2019-10-20 15:00:00,276.45,0,206.3,86.8,4.3
2019-10-20 16:00:00,276.75,0,114,87.2,5
2019-10-20 17:00:00,276.45,0,42.5,91.9,6.6
2019-10-20 18:00:00,276.85,0,3.7,86,5.7
2019-10-20 19:00:00,276.45,0,0,92.8,4.3
2019-10-20 20:00:00,276.05,0,0,98.1,4.7
2019-10-20 21:00:00,276.05,0,0,99.1,4.9
2019-10-20 22:00:00,276.25,1.2,0,96.4,6.4
2019-10-20 23:00:00,276.85,0.9,0,86.6,6.9
2019-10-21 00:00:00,276.75,0,0,86.6,3.1
2019-10-21 01:00:00,276.35,0,0,90.7,3.8
2019-10-21 02:00:00,276.25,0.1,0,91.1,5.3
2019-10-21 03:00:00,275.95,0,0,93.3,5.7
2019-10-21 04:00:00,276.45,0,0,88.8,5
2019-10-21 05:00:00,276.05,0,0,92.1,5.5
2019-10-21 06:00:00,276.45,0.1,0,91.4,5.5
2019-10-21 07:00:00,276.75,0,2.5,89.6,4.8
2019-10-21 08:00:00,276.75,0.6,7.7,90.4,5.3
2019-10-21 09:00:00,276.15,3.9,22.8,88.1,3.2
2019-10-21 10:00:00,276.85,0.6,156.5,86.6,5.6
2019-10-21 11:00:00,277.45,0,279.3,83.9,4.1
2019-10-21 12:00:00,277.25,0,170.8,87.9,2.4
2019-10-21 13:00:00,277.55,0,220.3,88.8,2.7
2019-10-21 14:00:00,277.65,0.2,163.7,88.8,2
2019-10-21 15:00:00,277.85,0,118.2,85.9,2
2019-10-21 16:00:00,277.75,0,52,83.4,1.9
2019-10-21 17:00:00,277.75,0,36.5,83,2.2
2019-10-21 18:00:00,277.45,0,3,82.5,3.3
2019-10-21 19:00:00,277.05,0,0,85.7,3.2
2019-10-21 20:00:00,276.75,0,0,87.4,4
2019-10-21 21:00:00,276.75,0,0,87.9,4.4
2019-10-21 22:00:00,276.75,0,0,87.4,3.4
2019-10-21 23:00:00,276.95,0,0,82.4,3.2
2019-10-22 00:00:00,277.25,0,0,77.8,3.7
2019-10-22 01:00:00,277.15,0,0,80.3,2.4
2019-10-22 02:00:00,276.85,0,0,84.6,3
2019-10-22 03:00:00,276.35,0,0,85.8,2.4
2019-10-22 04:00:00,276.35,0,0,84.3,2.7
2019-10-22 05:00:00,277.05,0,0,78.4,1.6
2019-10-22 06:00:00,277.45,0,0,72.6,1.3
2019-10-22 07:00:00,277.75,0,2,66.1,1.3
2019-10-22 08:00:00,277.35,0,48.7,68.4,1.1
2019-10-22 09:00:00,278.85,0,191,64.8,1.3
2019-10-22 10:00:00,279.55,0,359.7,62.4,3.4
2019-10-22 11:00:00,279.55,0,485,69.4,4.4
2019-10-22 12:00:00,280.35,0,539.8,66.8,5.1
2019-10-22 13:00:00,280.75,0,520,64.4,4.8
2019-10-22 14:00:00,280.55,0,484.3,66.6,4.5
2019-10-22 15:00:00,279.95,0,304,70.2,4.4
2019-10-22 16:00:00,279.45,0,196.7,73.1,4.2
2019-10-22 17:00:00,278.85,0,74.5,74,3.9
